"COP","Conoco Phillips","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"LNC","Lincoln National Corp","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"BMY","Bristol-Myers Squibb","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"CAT","CATERPILLAR INC","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"FRE","Freddie Mac","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"SBUX","Starbucks Corp.","","Nasdaq","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"JNJ","Johnson & Johnson","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"STX","SEAGATE TECHNOLOGY","","Nasdaq","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"CHTR","Charter Communications","","Nasdaq","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"KIM","Kimco Realty CS","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"DTV","The DIRECTVv Group Inc","","Nasdaq","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"CVX","Chevron Corp.","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"VLO","Valero Energy Corp.","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"PG","Procter & Gamble","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"BRCM","Broadcom","","Nasdaq","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"DOW","Dow Chemical","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"STT","State Street Corp.","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"BEAS","BEA Systems","","Nasdaq","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"SLM","SLM Corp.","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"BSX","Boston Scientific Corp.","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
"ALU","ALCATEL LUCENT","","NYSE","Unknown","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","Tue Jun 15 19:05:40 MDT 2010"
